experiment_id,num_layers,layer_position,layer_type,fronting_sld,fronting_roughness,backing_sld,backing_roughness,sld,thickness,roughness
s003730,2,1,deposited_layer,3.5e-06,7.27,1.15847e-05,0.0,1.00517e-05,809.89,21.64
s003730,2,2,deposited_layer,3.5e-06,7.27,1.15847e-05,0.0,1.21596e-05,580.15,41.69
s003731,2,1,deposited_layer,4.32e-06,2.6,1.05459e-05,0.0,6.46469e-06,327.22,64.97
s003731,2,2,deposited_layer,4.32e-06,2.6,1.05459e-05,0.0,1.47318e-05,876.73,133.74
s003732,0,0,substrate_interface,0.0,1.77,1.83016e-06,0.0,,,
s003733,1,1,deposited_layer,4.32e-06,8.82,1.35042e-06,0.0,4.11467e-06,1049.19,143.37
s003734,2,1,deposited_layer,0.0,7.56,1.03735e-05,0.0,4.90069e-06,168.4,24.56
s003734,2,2,deposited_layer,0.0,7.56,1.03735e-05,0.0,8.40018e-06,613.29,89.32
s003735,2,1,deposited_layer,2.07e-06,2.92,4.19983e-07,0.0,5.33779e-06,646.51,140.41
s003735,2,2,deposited_layer,2.07e-06,2.92,4.19983e-07,0.0,5.47269e-06,421.46,61.49
s003736,1,1,deposited_layer,0.0,6.82,-3.31595e-07,0.0,2.23943e-07,169.5,10.76
s003737,0,0,substrate_interface,0.0,4.14,1.17135e-05,0.0,,,
s003738,0,0,substrate_interface,0.0,9.81,2.48035e-06,0.0,,,
s003739,0,0,substrate_interface,2.07e-06,5.14,7.34331e-06,0.0,,,
s003740,0,0,substrate_interface,2.07e-06,3.89,1.29632e-05,0.0,,,
s003741,2,1,deposited_layer,4.32e-06,5.57,3.95694e-06,0.0,3.08555e-06,193.68,4.28
s003741,2,2,deposited_layer,4.32e-06,5.57,3.95694e-06,0.0,3.11717e-06,483.19,117.18
s003742,0,0,substrate_interface,3.5e-06,7.11,1.26293e-05,0.0,,,
s003743,1,1,deposited_layer,4.32e-06,9.41,5.45926e-06,0.0,1.52115e-06,716.04,7.72
s003744,2,1,deposited_layer,0.0,8.95,1.72074e-07,0.0,1.06152e-05,495.11,53.65
s003744,2,2,deposited_layer,0.0,8.95,1.72074e-07,0.0,4.11626e-06,989.6,239.45
s003745,1,1,deposited_layer,2.07e-06,1.07,1.3588e-05,0.0,-2.20783e-07,553.58,129.38
s003746,2,1,deposited_layer,4.32e-06,2.99,9.9733e-06,0.0,-7.29508e-09,661.25,109.64
s003746,2,2,deposited_layer,4.32e-06,2.99,9.9733e-06,0.0,-3.52408e-07,506.16,56.99
s003747,2,1,deposited_layer,3.5e-06,2.0,8.5796e-06,0.0,8.8167e-06,548.67,25.94
s003747,2,2,deposited_layer,3.5e-06,2.0,8.5796e-06,0.0,9.01451e-08,734.9,12.67
s003748,0,0,substrate_interface,2.07e-06,3.22,2.97436e-07,0.0,,,
s003749,2,1,deposited_layer,4.32e-06,2.43,1.23017e-05,0.0,4.8509e-08,382.21,63.1
s003749,2,2,deposited_layer,4.32e-06,2.43,1.23017e-05,0.0,5.14896e-06,671.85,42.54
s003750,1,1,deposited_layer,2.07e-06,8.58,6.96723e-06,0.0,8.1786e-06,1327.37,113.56
s003751,0,0,substrate_interface,4.32e-06,2.35,1.43321e-06,0.0,,,
s003752,0,0,substrate_interface,2.07e-06,6.0,8.92085e-06,0.0,,,
s003753,2,1,deposited_layer,4.32e-06,4.22,1.37934e-05,0.0,6.34175e-06,376.77,68.56
s003753,2,2,deposited_layer,4.32e-06,4.22,1.37934e-05,0.0,2.88862e-06,783.94,154.61
s003754,0,0,substrate_interface,3.5e-06,5.32,9.48645e-06,0.0,,,
s003755,1,1,deposited_layer,0.0,7.43,3.0498e-06,0.0,1.23195e-05,334.62,37.95
s003756,0,0,substrate_interface,0.0,4.37,9.51673e-06,0.0,,,
s003757,2,1,deposited_layer,3.5e-06,6.5,1.09225e-05,0.0,1.03167e-05,926.8,18.06
s003757,2,2,deposited_layer,3.5e-06,6.5,1.09225e-05,0.0,6.4604e-06,387.07,96.39
s003758,2,1,deposited_layer,3.5e-06,4.0,2.14242e-06,0.0,2.25104e-06,492.74,57.19
s003758,2,2,deposited_layer,3.5e-06,4.0,2.14242e-06,0.0,1.0486e-05,732.25,22.12
s003759,2,1,deposited_layer,0.0,4.43,1.33217e-05,0.0,9.1963e-06,290.08,55.12
s003759,2,2,deposited_layer,0.0,4.43,1.33217e-05,0.0,7.80664e-06,968.4,224.6
s003760,1,1,deposited_layer,3.5e-06,3.78,1.00839e-05,0.0,1.48713e-05,398.62,32.7
s003761,2,1,deposited_layer,0.0,2.17,1.42059e-06,0.0,-3.35045e-08,333.85,23.25
s003761,2,2,deposited_layer,0.0,2.17,1.42059e-06,0.0,9.67391e-06,621.57,6.29
s003762,1,1,deposited_layer,0.0,8.91,9.59383e-06,0.0,9.83664e-06,1414.38,172.91
s003763,1,1,deposited_layer,3.5e-06,9.65,4.01171e-06,0.0,4.72098e-06,806.08,123.0
s003764,1,1,deposited_layer,2.07e-06,6.81,1.35836e-05,0.0,5.5711e-07,665.03,100.4
s003765,0,0,substrate_interface,3.5e-06,5.44,5.39718e-06,0.0,,,
s003766,2,1,deposited_layer,3.5e-06,7.8,1.25795e-05,0.0,5.96135e-06,818.29,195.64
s003766,2,2,deposited_layer,3.5e-06,7.8,1.25795e-05,0.0,9.80746e-06,487.81,105.15
s003767,0,0,substrate_interface,4.32e-06,6.67,5.94915e-09,0.0,,,
s003768,1,1,deposited_layer,3.5e-06,6.21,5.11435e-06,0.0,5.22166e-06,1209.36,35.48
s003769,0,0,substrate_interface,4.32e-06,3.93,6.13331e-06,0.0,,,
s003770,0,0,substrate_interface,4.32e-06,3.98,1.31299e-05,0.0,,,
s003771,0,0,substrate_interface,0.0,5.1,-2.69688e-07,0.0,,,
s003772,2,1,deposited_layer,2.07e-06,4.0,1.4201e-05,0.0,1.13978e-05,979.77,106.49
s003772,2,2,deposited_layer,2.07e-06,4.0,1.4201e-05,0.0,1.11336e-06,437.57,49.27
s003773,0,0,substrate_interface,0.0,7.93,-4.42067e-07,0.0,,,
s003774,0,0,substrate_interface,2.07e-06,9.33,9.84811e-06,0.0,,,
s003775,0,0,substrate_interface,2.07e-06,4.01,1.19457e-05,0.0,,,
s003776,0,0,substrate_interface,0.0,4.17,1.37882e-05,0.0,,,
s003777,0,0,substrate_interface,4.32e-06,8.59,7.96302e-06,0.0,,,
s003778,2,1,deposited_layer,3.5e-06,9.87,2.07155e-06,0.0,4.32137e-07,425.79,99.35
s003778,2,2,deposited_layer,3.5e-06,9.87,2.07155e-06,0.0,5.17831e-06,237.7,11.51
s003779,1,1,deposited_layer,3.5e-06,9.01,4.7488e-06,0.0,6.76649e-06,1367.31,45.3
s003780,2,1,deposited_layer,2.07e-06,8.69,1.38993e-05,0.0,1.47262e-05,501.46,41.96
s003780,2,2,deposited_layer,2.07e-06,8.69,1.38993e-05,0.0,-2.13207e-07,346.59,78.61
s003781,1,1,deposited_layer,0.0,2.41,2.82109e-06,0.0,1.1094e-05,1154.03,48.27
s003782,1,1,deposited_layer,2.07e-06,6.81,1.04168e-05,0.0,8.43605e-07,566.66,68.39
s003783,2,1,deposited_layer,3.5e-06,7.11,3.42218e-06,0.0,4.95532e-06,407.18,3.05
s003783,2,2,deposited_layer,3.5e-06,7.11,3.42218e-06,0.0,1.33378e-05,158.21,38.66
s003784,0,0,substrate_interface,4.32e-06,9.92,1.47698e-05,0.0,,,
s003785,2,1,deposited_layer,4.32e-06,1.31,1.10815e-05,0.0,5.08415e-06,425.8,26.35
s003785,2,2,deposited_layer,4.32e-06,1.31,1.10815e-05,0.0,1.8499e-07,260.86,63.59
s003786,0,0,substrate_interface,0.0,5.41,8.31462e-06,0.0,,,
s003787,2,1,deposited_layer,0.0,4.75,5.6651e-06,0.0,3.77197e-06,378.23,65.15
s003787,2,2,deposited_layer,0.0,4.75,5.6651e-06,0.0,-2.16314e-07,924.29,78.8
s003788,1,1,deposited_layer,4.32e-06,1.85,3.37039e-07,0.0,6.36148e-06,880.12,200.26
s003789,0,0,substrate_interface,4.32e-06,9.23,1.22347e-05,0.0,,,
s003790,0,0,substrate_interface,3.5e-06,8.63,3.15333e-06,0.0,,,
s003791,0,0,substrate_interface,4.32e-06,6.15,1.31023e-05,0.0,,,
s003792,1,1,deposited_layer,4.32e-06,8.78,9.30101e-06,0.0,8.75109e-06,1432.95,133.68
s003793,2,1,deposited_layer,2.07e-06,2.55,7.15893e-06,0.0,3.67711e-06,367.62,48.14
s003793,2,2,deposited_layer,2.07e-06,2.55,7.15893e-06,0.0,7.77637e-06,976.27,233.72
s003794,0,0,substrate_interface,0.0,6.89,1.1331e-05,0.0,,,
s003795,1,1,deposited_layer,2.07e-06,9.82,4.60337e-06,0.0,2.12029e-06,179.79,21.86
s003796,0,0,substrate_interface,4.32e-06,2.46,6.99681e-06,0.0,,,
s003797,2,1,deposited_layer,4.32e-06,2.88,8.89466e-06,0.0,2.66634e-06,165.82,31.59
s003797,2,2,deposited_layer,4.32e-06,2.88,8.89466e-06,0.0,7.04275e-07,837.97,161.37
s003798,1,1,deposited_layer,3.5e-06,1.43,7.85482e-06,0.0,9.06364e-06,1393.66,340.16
s003799,0,0,substrate_interface,3.5e-06,8.62,8.23666e-06,0.0,,,
s003800,1,1,deposited_layer,3.5e-06,8.86,1.3208e-05,0.0,1.52636e-06,1384.48,289.04
s003801,0,0,substrate_interface,4.32e-06,4.97,4.75469e-07,0.0,,,
s003802,2,1,deposited_layer,0.0,6.28,1.08639e-05,0.0,8.68783e-06,696.44,137.02
s003802,2,2,deposited_layer,0.0,6.28,1.08639e-05,0.0,1.20175e-05,375.85,91.7
s003803,0,0,substrate_interface,0.0,2.72,1.4966e-05,0.0,,,
s003804,2,1,deposited_layer,4.32e-06,1.09,2.04804e-06,0.0,9.71108e-07,10.08,2.18
s003804,2,2,deposited_layer,4.32e-06,1.09,2.04804e-06,0.0,3.09932e-07,1420.07,117.8
s003805,1,1,deposited_layer,2.07e-06,2.11,2.44551e-06,0.0,8.08268e-06,1247.93,148.86
s003806,2,1,deposited_layer,2.07e-06,8.59,6.36712e-07,0.0,9.68621e-06,357.88,70.86
s003806,2,2,deposited_layer,2.07e-06,8.59,6.36712e-07,0.0,1.4184e-05,682.3,117.18
s003807,1,1,deposited_layer,2.07e-06,4.03,1.24656e-05,0.0,2.49358e-06,1102.14,145.81
s003808,0,0,substrate_interface,3.5e-06,6.27,8.22439e-06,0.0,,,
s003809,2,1,deposited_layer,0.0,3.75,1.29042e-05,0.0,6.67373e-06,268.96,17.78
s003809,2,2,deposited_layer,0.0,3.75,1.29042e-05,0.0,7.76151e-06,985.44,245.63
s003810,2,1,deposited_layer,2.07e-06,6.68,1.22201e-05,0.0,6.5427e-06,770.26,150.3
s003810,2,2,deposited_layer,2.07e-06,6.68,1.22201e-05,0.0,6.41333e-06,373.52,3.04
s003811,2,1,deposited_layer,2.07e-06,6.87,6.94225e-06,0.0,1.15728e-05,316.53,65.38
s003811,2,2,deposited_layer,2.07e-06,6.87,6.94225e-06,0.0,3.98639e-06,610.35,108.65
s003812,0,0,substrate_interface,3.5e-06,5.6,9.33677e-06,0.0,,,
s003813,2,1,deposited_layer,2.07e-06,2.23,1.20306e-05,0.0,4.28136e-06,173.17,40.89
s003813,2,2,deposited_layer,2.07e-06,2.23,1.20306e-05,0.0,8.39884e-06,312.8,12.73
s003814,0,0,substrate_interface,4.32e-06,9.25,6.5051e-06,0.0,,,
s003815,0,0,substrate_interface,2.07e-06,6.71,5.75047e-06,0.0,,,
s003816,1,1,deposited_layer,3.5e-06,1.34,6.8345e-06,0.0,8.5317e-06,48.01,6.49
s003817,2,1,deposited_layer,4.32e-06,6.76,3.7366e-06,0.0,1.25649e-05,765.56,166.41
s003817,2,2,deposited_layer,4.32e-06,6.76,3.7366e-06,0.0,1.05368e-05,630.29,125.55
s003818,0,0,substrate_interface,3.5e-06,2.49,1.37978e-05,0.0,,,
s003819,2,1,deposited_layer,3.5e-06,1.6,7.14973e-06,0.0,1.34293e-05,131.82,10.01
s003819,2,2,deposited_layer,3.5e-06,1.6,7.14973e-06,0.0,6.75809e-06,657.86,55.42
s003820,0,0,substrate_interface,4.32e-06,6.68,3.92387e-06,0.0,,,
s003821,1,1,deposited_layer,0.0,4.28,1.12137e-05,0.0,7.74006e-06,43.85,6.83
s003822,0,0,substrate_interface,2.07e-06,1.61,1.66447e-06,0.0,,,
s003823,0,0,substrate_interface,0.0,7.07,8.64855e-06,0.0,,,
s003824,1,1,deposited_layer,0.0,6.3,1.09789e-05,0.0,6.94814e-06,1418.19,351.63
s003825,2,1,deposited_layer,2.07e-06,5.27,3.24411e-06,0.0,3.33289e-06,193.36,44.02
s003825,2,2,deposited_layer,2.07e-06,5.27,3.24411e-06,0.0,1.13346e-05,302.49,13.22
s003826,1,1,deposited_layer,4.32e-06,4.36,2.91558e-06,0.0,8.11313e-06,405.05,33.96
s003827,0,0,substrate_interface,2.07e-06,7.61,6.82347e-06,0.0,,,
s003828,0,0,substrate_interface,0.0,7.0,7.01989e-06,0.0,,,
s003829,0,0,substrate_interface,2.07e-06,9.0,6.3476e-06,0.0,,,
s003830,2,1,deposited_layer,2.07e-06,4.94,1.05124e-05,0.0,1.33772e-05,414.56,45.85
s003830,2,2,deposited_layer,2.07e-06,4.94,1.05124e-05,0.0,5.308e-06,156.96,30.48
s003831,0,0,substrate_interface,4.32e-06,8.6,1.191e-05,0.0,,,
s003832,1,1,deposited_layer,4.32e-06,8.63,1.04531e-05,0.0,4.11394e-06,1254.13,4.71
s003833,0,0,substrate_interface,2.07e-06,9.36,1.08885e-05,0.0,,,
s003834,1,1,deposited_layer,0.0,7.61,1.26351e-05,0.0,2.55032e-06,1367.18,95.68
s003835,1,1,deposited_layer,4.32e-06,3.93,1.17101e-05,0.0,1.17208e-05,1430.95,319.1
s003836,0,0,substrate_interface,0.0,9.87,5.69709e-06,0.0,,,
s003837,1,1,deposited_layer,0.0,2.81,7.41341e-06,0.0,1.25936e-05,833.11,153.19
s003838,1,1,deposited_layer,2.07e-06,6.76,7.00806e-06,0.0,1.17661e-05,873.86,20.65
s003839,2,1,deposited_layer,4.32e-06,1.35,1.12732e-05,0.0,1.22146e-05,258.56,32.63
s003839,2,2,deposited_layer,4.32e-06,1.35,1.12732e-05,0.0,1.80728e-06,932.37,145.66
s003840,2,1,deposited_layer,2.07e-06,1.31,7.30051e-06,0.0,1.38062e-05,664.37,4.48
s003840,2,2,deposited_layer,2.07e-06,1.31,7.30051e-06,0.0,4.19024e-07,64.36,3.46
s003841,2,1,deposited_layer,0.0,8.93,1.21828e-05,0.0,7.09897e-07,710.85,160.41
s003841,2,2,deposited_layer,0.0,8.93,1.21828e-05,0.0,9.75238e-06,352.73,47.03
s003842,1,1,deposited_layer,3.5e-06,8.46,7.67974e-06,0.0,1.45333e-06,955.72,106.3
s003843,2,1,deposited_layer,3.5e-06,4.82,1.06932e-05,0.0,1.63353e-06,408.86,24.41
s003843,2,2,deposited_layer,3.5e-06,4.82,1.06932e-05,0.0,9.63606e-06,621.2,27.47
s003844,2,1,deposited_layer,4.32e-06,7.66,9.23308e-06,0.0,1.48499e-05,355.75,19.67
s003844,2,2,deposited_layer,4.32e-06,7.66,9.23308e-06,0.0,7.91896e-06,421.69,42.02
s003845,2,1,deposited_layer,2.07e-06,7.24,7.95021e-06,0.0,1.86995e-06,384.22,84.76
s003845,2,2,deposited_layer,2.07e-06,7.24,7.95021e-06,0.0,1.45882e-06,191.1,30.18
s003846,2,1,deposited_layer,3.5e-06,4.34,1.06809e-05,0.0,1.08218e-05,305.91,70.65
s003846,2,2,deposited_layer,3.5e-06,4.34,1.06809e-05,0.0,1.34515e-05,247.87,26.77
s003847,2,1,deposited_layer,4.32e-06,2.55,1.14758e-06,0.0,1.99057e-06,433.17,15.83
s003847,2,2,deposited_layer,4.32e-06,2.55,1.14758e-06,0.0,1.25221e-05,795.72,177.66
s003848,2,1,deposited_layer,4.32e-06,1.91,5.59472e-06,0.0,8.94422e-06,192.92,9.5
s003848,2,2,deposited_layer,4.32e-06,1.91,5.59472e-06,0.0,1.45886e-05,946.03,44.36
s003849,2,1,deposited_layer,0.0,3.21,1.22082e-06,0.0,2.59599e-06,807.17,102.84
s003849,2,2,deposited_layer,0.0,3.21,1.22082e-06,0.0,8.1627e-06,612.38,109.02
s003850,1,1,deposited_layer,0.0,4.87,7.82103e-06,0.0,1.2416e-05,798.96,189.39
s003851,0,0,substrate_interface,0.0,5.07,2.20786e-07,0.0,,,
s003852,0,0,substrate_interface,3.5e-06,5.45,8.14062e-06,0.0,,,
s003853,0,0,substrate_interface,0.0,5.26,1.23353e-05,0.0,,,
s003854,2,1,deposited_layer,4.32e-06,9.8,7.90633e-06,0.0,1.17395e-05,680.47,51.97
s003854,2,2,deposited_layer,4.32e-06,9.8,7.90633e-06,0.0,1.34758e-05,119.95,7.59
s003855,2,1,deposited_layer,2.07e-06,9.0,6.94493e-06,0.0,2.46932e-06,657.68,95.36
s003855,2,2,deposited_layer,2.07e-06,9.0,6.94493e-06,0.0,-7.12389e-08,240.75,6.76
s003856,1,1,deposited_layer,4.32e-06,7.48,1.00723e-05,0.0,1.09935e-05,46.62,4.4
s003857,2,1,deposited_layer,3.5e-06,6.69,4.90467e-06,0.0,6.13733e-06,864.0,75.06
s003857,2,2,deposited_layer,3.5e-06,6.69,4.90467e-06,0.0,1.02991e-05,560.27,12.93
s003858,1,1,deposited_layer,2.07e-06,6.22,2.95724e-06,0.0,7.96491e-06,789.48,157.03
s003859,1,1,deposited_layer,4.32e-06,9.18,1.36444e-05,0.0,1.62325e-06,539.36,52.41
s003860,2,1,deposited_layer,0.0,6.75,6.0499e-06,0.0,3.48129e-06,519.96,96.66
s003860,2,2,deposited_layer,0.0,6.75,6.0499e-06,0.0,7.79285e-06,776.37,125.91
s003861,1,1,deposited_layer,2.07e-06,6.84,1.06157e-05,0.0,1.18352e-05,303.64,47.16
s003862,0,0,substrate_interface,3.5e-06,5.71,8.13845e-06,0.0,,,
s003863,1,1,deposited_layer,2.07e-06,2.7,1.3139e-05,0.0,1.10775e-05,977.82,231.13
s003864,0,0,substrate_interface,3.5e-06,7.62,8.61056e-06,0.0,,,
s003865,2,1,deposited_layer,0.0,3.51,1.32434e-05,0.0,8.06715e-07,204.51,1.86
s003865,2,2,deposited_layer,0.0,3.51,1.32434e-05,0.0,4.67546e-06,431.37,48.83
s003866,2,1,deposited_layer,3.5e-06,8.23,8.80697e-06,0.0,1.27375e-06,203.69,14.47
s003866,2,2,deposited_layer,3.5e-06,8.23,8.80697e-06,0.0,8.53248e-06,1243.42,44.36
s003867,2,1,deposited_layer,0.0,4.91,1.53118e-06,0.0,1.14089e-05,642.69,59.3
s003867,2,2,deposited_layer,0.0,4.91,1.53118e-06,0.0,4.67655e-06,849.3,26.55
s003868,1,1,deposited_layer,0.0,2.02,1.17498e-05,0.0,7.06618e-06,352.55,68.58
s003869,2,1,deposited_layer,4.32e-06,1.11,7.77999e-06,0.0,1.24758e-05,665.82,8.67
s003869,2,2,deposited_layer,4.32e-06,1.11,7.77999e-06,0.0,9.7881e-06,36.99,7.4
s003870,2,1,deposited_layer,0.0,8.52,9.91789e-06,0.0,1.39509e-05,574.62,99.64
s003870,2,2,deposited_layer,0.0,8.52,9.91789e-06,0.0,1.07922e-05,230.84,29.08
s003871,0,0,substrate_interface,2.07e-06,1.61,1.28051e-05,0.0,,,
s003872,0,0,substrate_interface,4.32e-06,6.02,6.21883e-06,0.0,,,
s003873,1,1,deposited_layer,3.5e-06,2.39,1.06026e-06,0.0,1.22192e-05,528.27,26.49
s003874,0,0,substrate_interface,2.07e-06,5.72,8.53651e-06,0.0,,,
s003875,0,0,substrate_interface,2.07e-06,6.1,1.38065e-05,0.0,,,
s003876,1,1,deposited_layer,0.0,2.55,7.1348e-06,0.0,7.37782e-06,904.49,178.82
s003877,0,0,substrate_interface,3.5e-06,9.03,2.68147e-06,0.0,,,
s003878,1,1,deposited_layer,0.0,9.79,4.06406e-06,0.0,1.10216e-06,738.3,34.56
s003879,2,1,deposited_layer,0.0,9.45,1.29781e-05,0.0,4.06304e-06,625.99,61.61
s003879,2,2,deposited_layer,0.0,9.45,1.29781e-05,0.0,3.89145e-06,369.12,56.98
s003880,0,0,substrate_interface,0.0,3.3,7.43707e-06,0.0,,,
s003881,1,1,deposited_layer,3.5e-06,3.55,3.49807e-06,0.0,2.92688e-06,745.24,153.3
s003882,1,1,deposited_layer,4.32e-06,8.32,1.37679e-05,0.0,4.0022e-06,606.81,88.1
s003883,1,1,deposited_layer,3.5e-06,4.66,9.60393e-06,0.0,4.00672e-06,1347.59,246.49
s003884,1,1,deposited_layer,4.32e-06,8.19,4.22452e-06,0.0,1.04509e-05,954.49,71.58
s003885,1,1,deposited_layer,3.5e-06,3.56,8.21129e-06,0.0,9.59748e-06,1152.35,277.32
s003886,1,1,deposited_layer,3.5e-06,4.54,5.07968e-06,0.0,-2.5372e-07,233.28,55.64
s003887,1,1,deposited_layer,2.07e-06,9.48,6.0031e-07,0.0,4.44487e-06,148.05,24.29
s003888,1,1,deposited_layer,2.07e-06,8.11,1.08178e-05,0.0,1.22049e-05,101.46,10.52
s003889,1,1,deposited_layer,4.32e-06,4.6,1.19822e-05,0.0,4.03336e-06,738.69,8.69
s003890,2,1,deposited_layer,4.32e-06,3.27,1.26558e-05,0.0,6.72489e-06,372.44,15.95
s003890,2,2,deposited_layer,4.32e-06,3.27,1.26558e-05,0.0,6.54026e-06,788.81,137.13
s003891,1,1,deposited_layer,3.5e-06,4.63,1.27513e-05,0.0,2.05325e-07,60.99,12.02
s003892,0,0,substrate_interface,0.0,1.8,2.31886e-06,0.0,,,
s003893,2,1,deposited_layer,4.32e-06,8.49,4.83458e-06,0.0,1.1409e-05,481.48,20.55
s003893,2,2,deposited_layer,4.32e-06,8.49,4.83458e-06,0.0,1.16448e-05,645.66,116.64
s003894,1,1,deposited_layer,2.07e-06,1.38,1.2431e-06,0.0,2.53796e-06,701.73,15.41
s003895,1,1,deposited_layer,0.0,2.81,7.82806e-06,0.0,2.22557e-07,1431.55,30.76
s003896,0,0,substrate_interface,2.07e-06,8.77,3.10248e-06,0.0,,,
s003897,0,0,substrate_interface,2.07e-06,1.12,2.09238e-07,0.0,,,
s003898,2,1,deposited_layer,2.07e-06,8.2,1.17046e-05,0.0,1.02321e-05,770.03,76.31
s003898,2,2,deposited_layer,2.07e-06,8.2,1.17046e-05,0.0,5.06292e-06,368.03,67.5
s003899,2,1,deposited_layer,0.0,4.76,1.42846e-05,0.0,-7.11792e-08,523.38,43.27
s003899,2,2,deposited_layer,0.0,4.76,1.42846e-05,0.0,1.34298e-05,741.8,3.55
s003900,2,1,deposited_layer,2.07e-06,7.84,1.25412e-05,0.0,5.71681e-06,838.22,63.28
s003900,2,2,deposited_layer,2.07e-06,7.84,1.25412e-05,0.0,1.34589e-05,631.33,71.25
s003901,1,1,deposited_layer,3.5e-06,9.05,2.58548e-06,0.0,1.18171e-05,801.89,7.5
s003902,1,1,deposited_layer,2.07e-06,6.37,7.94428e-07,0.0,8.46813e-06,1437.12,319.13
s003903,1,1,deposited_layer,2.07e-06,8.27,5.72832e-06,0.0,1.38143e-05,1457.06,311.06
s003904,1,1,deposited_layer,4.32e-06,4.44,5.38796e-09,0.0,1.44278e-05,118.1,9.51
s003905,1,1,deposited_layer,3.5e-06,2.27,1.34324e-05,0.0,1.23075e-06,427.68,101.94
s003906,0,0,substrate_interface,0.0,4.99,1.20088e-05,0.0,,,
s003907,0,0,substrate_interface,4.32e-06,3.74,4.51449e-06,0.0,,,
s003908,1,1,deposited_layer,4.32e-06,9.47,3.39392e-07,0.0,9.8667e-06,51.81,5.93
s003909,2,1,deposited_layer,2.07e-06,9.39,6.91218e-06,0.0,3.37322e-06,665.87,36.56
s003909,2,2,deposited_layer,2.07e-06,9.39,6.91218e-06,0.0,1.32135e-06,757.87,166.4
s003910,0,0,substrate_interface,3.5e-06,8.77,2.64642e-06,0.0,,,
s003911,2,1,deposited_layer,2.07e-06,2.36,2.55011e-06,0.0,1.32362e-05,313.95,19.77
s003911,2,2,deposited_layer,2.07e-06,2.36,2.55011e-06,0.0,1.03693e-05,482.31,7.1
s003912,0,0,substrate_interface,0.0,5.93,8.04551e-06,0.0,,,
s003913,1,1,deposited_layer,3.5e-06,6.45,1.44022e-05,0.0,8.94958e-06,17.13,1.7
s003914,0,0,substrate_interface,4.32e-06,3.5,5.06131e-07,0.0,,,
s003915,2,1,deposited_layer,4.32e-06,2.06,2.82636e-06,0.0,9.76345e-06,589.77,99.15
s003915,2,2,deposited_layer,4.32e-06,2.06,2.82636e-06,0.0,6.84291e-06,780.53,119.99
s003916,1,1,deposited_layer,2.07e-06,5.35,5.11741e-07,0.0,8.48936e-06,389.52,43.09
s003917,0,0,substrate_interface,0.0,4.49,5.53858e-06,0.0,,,
s003918,0,0,substrate_interface,4.32e-06,6.3,-3.09776e-07,0.0,,,
s003919,1,1,deposited_layer,3.5e-06,1.21,8.37696e-06,0.0,1.0755e-05,953.33,107.58
s003920,1,1,deposited_layer,0.0,7.64,4.62426e-06,0.0,2.83771e-06,838.67,90.53
s003921,0,0,substrate_interface,4.32e-06,5.14,7.39613e-06,0.0,,,
s003922,1,1,deposited_layer,2.07e-06,9.74,9.5722e-06,0.0,6.01983e-06,1436.73,46.03
s003923,0,0,substrate_interface,3.5e-06,6.83,9.32216e-06,0.0,,,
s003924,0,0,substrate_interface,0.0,4.4,4.22311e-06,0.0,,,
s003925,2,1,deposited_layer,3.5e-06,5.32,1.02548e-05,0.0,8.46636e-06,944.1,233.9
s003925,2,2,deposited_layer,3.5e-06,5.32,1.02548e-05,0.0,5.02675e-06,504.78,31.68
s003926,0,0,substrate_interface,4.32e-06,9.18,-3.32828e-07,0.0,,,
s003927,0,0,substrate_interface,4.32e-06,5.91,9.63723e-06,0.0,,,
s003928,0,0,substrate_interface,4.32e-06,6.28,1.30998e-05,0.0,,,
s003929,1,1,deposited_layer,4.32e-06,8.87,1.03113e-05,0.0,1.885e-06,774.64,112.12
s003930,0,0,substrate_interface,0.0,2.12,1.12078e-05,0.0,,,
s003931,0,0,substrate_interface,3.5e-06,8.01,8.95007e-06,0.0,,,
s003932,0,0,substrate_interface,3.5e-06,4.11,3.82991e-07,0.0,,,
s003933,0,0,substrate_interface,3.5e-06,7.65,1.90203e-06,0.0,,,
s003934,0,0,substrate_interface,3.5e-06,4.81,4.41964e-07,0.0,,,
s003935,1,1,deposited_layer,0.0,8.62,3.67444e-06,0.0,4.42933e-06,1079.6,114.83
s003936,0,0,substrate_interface,0.0,8.8,-4.30656e-07,0.0,,,
s003937,0,0,substrate_interface,4.32e-06,9.74,1.06903e-05,0.0,,,
s003938,0,0,substrate_interface,4.32e-06,2.92,1.07172e-05,0.0,,,
s003939,1,1,deposited_layer,3.5e-06,4.92,9.20138e-06,0.0,1.83128e-07,276.84,63.92
s003940,0,0,substrate_interface,4.32e-06,8.23,1.25579e-05,0.0,,,
s003941,1,1,deposited_layer,3.5e-06,1.97,5.47539e-06,0.0,2.73884e-06,872.93,81.21
s003942,2,1,deposited_layer,4.32e-06,6.61,1.23607e-05,0.0,2.38998e-06,697.6,107.37
s003942,2,2,deposited_layer,4.32e-06,6.61,1.23607e-05,0.0,9.78115e-08,381.11,51.37
s003943,2,1,deposited_layer,0.0,3.65,1.22565e-05,0.0,1.40684e-05,746.73,53.05
s003943,2,2,deposited_layer,0.0,3.65,1.22565e-05,0.0,6.40046e-06,520.11,69.5
s003944,1,1,deposited_layer,4.32e-06,2.03,5.00789e-06,0.0,2.65789e-06,1108.67,263.86
